TITLE,NEIGHBORHOOD,SQUARE_METERS,NUM_OF_ROOMS,ADDRESS,DISTRICT,RENT_PRICE,RENT_PRICE_BY_SQ_METER,RENT_BY_ROOM,ENERGY_CERTIFICATE,uuid,uuid2,uuid3,uuid4
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,60,1,Calle Villarcayo 2,RETIRO,816,13,816,,663ed113-fa13-48bf-8949-16c8c9c7f29f,1ef1234f-d435-4713-a2e7-594f2334724b,dbba70d1-1368-465e-b548-cf7c1d032fc0,338ce0a6-99ed-4d1b-bc48-f9e7ebe3aca4
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,145,3,Calle Villarcayo 2,RETIRO,1299,8,433,,c12c13c5-f0c0-45e6-98b1-174fa57befd9,29fbac75-1807-48d4-84ba-0b051d45d15e,3c7157f2-ba68-481d-8b90-0100fb912db5,03b2abb0-4fc3-4fa4-a854-cb81de193455
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,132,3,Calle Villarcayo 2,RETIRO,1223,9,407,,2feeea2f-dd01-4445-8737-56e702d6ee35,eda96f24-9c10-4b81-ae20-72f65f0fd8da,b631fd79-c0be-4583-95e5-8dd21945cfe4,db2f9008-6f74-4e95-822b-279947672c5a
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,60,1,Calle Villarcayo 2,RETIRO,854,14,854,,acfc967d-7d29-4181-a37d-a10293db1c96,cdecdb9f-613a-4210-9352-a476f1860276,6979ad03-279b-47fb-be61-76af24bdf78b,4e258f4e-d4da-49bb-a645-6ede684c40f3
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,145,3,Calle Villarcayo 2,RETIRO,1262,8,420,,1b6f3b45-25e1-431d-b926-b2d99cb3714c,8fdb96a9-24cc-4b01-a376-d14841f6d037,b14b2704-03e3-4af8-99a8-cd6af9ee2c1a,da10f632-8521-4596-b877-3f2bbc6389d2
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,132,3,Calle Villarcayo 2,RETIRO,1240,9,413,,5e8cd433-6b2a-44ac-9975-17887867ff86,d99ec8cf-5853-4819-b941-9d6d1a470107,2ec5d51f-3a98-46a4-b345-82da78603b1c,d078b6c5-0e09-44e8-9c56-46172af342db
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,60,1,Calle Villarcayo 2,RETIRO,798,13,798,,c7cd58db-f155-496a-9408-eac50909f8d8,6613360d-a851-40cf-b2cf-afad793b4005,1012d56c-0d7d-48e2-902f-e15528d64e82,ed404c5d-a9cb-4ee0-8061-2359bb9042dd
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,145,3,Calle Villarcayo 2,RETIRO,1279,8,426,,dd9b2ce9-1eee-49a6-9f1d-c3bd7167717b,f1c42514-131b-44b8-988e-a15b3b9559ff,195b07d9-857a-402e-ad30-90b44382c157,f87bde85-558f-4fb4-bdb8-49a98a5297ad
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,124,3,Calle Villarcayo 2,RETIRO,1151,9,383,,f73f8d64-659e-4875-af82-276df5573298,273b8d38-3694-44e4-864c-ec8a00cbc727,fe0a27eb-3dfc-4345-94d9-e7053703e409,58f279e4-de84-4ac9-87b0-fd1bc3f5dfa9
"Piso en venta en calle Villarcayo, 2",VISTA ALEGRE,145,3,Calle Villarcayo 2,RETIRO,1245,8,415,,5965f086-abce-451f-8c90-4d26c9df0751,ff041731-99ae-4d10-9122-659df9c10a6b,c1c28000-4d1a-4808-92e7-4f08ea3160cd,3aa56dd4-5bdb-468a-9bd3-931a3d363204
Piso en venta en calle de Antonio López,COMILLAS,100,3,Calle de Antonio López,RETIRO,1122,11,374,,614f72f4-0a49-4f47-a349-844e88beebf3,2018d244-938e-4e5d-b233-573948da5423,af069f4e-1e5d-484f-95bd-93156afc92d5,b6472a87-53d9-4742-b799-94dd6b17288a
"Piso en venta en calle Blasón, 4",PUERTA BONITA,60,1,Calle Blasón 4,RETIRO,852,14,852,B,c74dfe1e-deed-4e2b-bebf-d0b1e61206d1,51ddadc9-f022-4204-8bf2-cf596657be55,5b0a83c0-5b0a-433f-8f63-8c4871648f7b,b9e2b8a8-52ae-4754-b2af-3a3d770cb118
Piso en venta en calle Miguel Soriano,COMILLAS,60,2,Calle Miguel Soriano,RETIRO,561,9,280,,5e663371-ad88-45fe-a607-5a9f1def4a94,6b4a79fa-ee3d-4d49-a7b1-c3e6c1763a69,a6337a9e-b3c8-451e-9ea8-cec0b3e5216d,302ce3e9-733b-404f-b729-fe62ed60788b
Piso en venta en alto de San Isidro,SAN ISIDRO,111,3,Alto de San Isidro,RETIRO,833,7,277,D,30b24197-0c8d-4f0f-92c6-8d448b183ea2,3f50aa04-e24c-4020-9664-62e9d9888886,16351152-55e1-40b9-811e-30ded8587e00,2d41da99-fd42-415e-9684-1134f71f88d5
"Piso en venta en calle de Polán, 2",ABRANTES,142,3,Calle de Polán 2,RETIRO,1213,8,404,E,5c64ce5e-2f6b-4fea-84ac-f5068a0f7677,6b7b8c97-d0f0-4821-819f-12c3dc7d351a,625696f7-ce78-465f-86f5-f43e4e1e460f,85d4a04e-75e1-4c8b-b121-f87d15fb40fb
Chalet pareado en venta en Abrantes,CARABANCHEL,95,3,,RETIRO,1161,12,387,E,ba7989c9-7b93-407e-a002-d1d375184353,0fa8149e-ad76-4401-8a09-092296c058e6,160978a7-8059-4f76-b2fa-080542a63e71,77821596-8eb3-4720-8271-a11fdf48ebfa
Casa o chalet independiente en venta en Buena Vista,CARABANCHEL,288,5,,RETIRO,2126,7,425,,cf725324-0c6e-4ca0-915a-bed0f53a6f7f,10a3e0f4-d154-47a7-ae06-da689110dd38,3d1a5187-2e11-4c54-8629-76888ad604b3,88ae6a51-fec2-4803-b8c6-eeb106829357
"Piso en venta en calle AZCOITIA, 16",BUENA VISTA,63,1,Calle AZCOITIA 16,RETIRO,646,10,646,G,aa67adb4-839c-487e-a2f0-e57543c3a1c1,6e271b32-e86b-40f1-a979-0b04f8656dbe,371c24ab-db5b-47fc-948a-2470b07d9262,df508193-c164-4986-b6e2-ca5b1710ec64
"Piso en venta en calle Nuestra Señora de la Antigua, Madrid",PUERTA BONITA,90,2,"Calle Nuestra Señora de la Antigua, Madrid",RETIRO,786,8,393,,dc16f71c-b81c-4d39-a173-965a25b901b7,4a16ce76-48f6-4f4b-94c1-7117fc615d98,c2338387-bfc7-46dd-b359-9d302e53d4ea,8cef487a-0acd-472f-8e8d-271d49b801f5
Piso en venta en paseo de Santa María de la Cabeza,COMILLAS,79,3,Paseo de Santa María de la Cabeza,RETIRO,910,11,303,,8d962487-3255-4e38-9cd0-017900a2284f,3c346f3f-8d40-458a-a062-9a8d286486b9,d02d3354-e047-4661-877a-a73f5880c181,9e867ecb-69ec-4d9b-8528-69c0baf7526e
"Piso en venta en calle de Luis Domingo, 6",ABRANTES,76,3,Calle de Luis Domingo 6,RETIRO,666,8,222,E,8e811218-e0bd-4642-bb83-b906a838a773,937a9462-ef00-49d7-bad3-6fb9a6d852c3,4201c211-253a-48e4-bf07-61649e8be15d,7677b00c-767b-4115-be5a-383bee57c5bf
"Piso en venta en camino Viejo de Leganés, 227 0",ABRANTES,69,3,Camino Viejo de Leganés 227 0,RETIRO,690,10,230,F,526f0e3a-71b8-4994-8986-a2b85eda5627,666e504f-aeff-46d9-9d8c-6333c470a5d3,eda366c9-b729-4d1e-bc26-404a6b942325,d3d6938e-c4da-4fe3-a994-7349bbbcf604
Piso en venta en via Carpetana,VISTA ALEGRE,78,3,Via Carpetana,RETIRO,795,10,265,,c34daec3-b8af-47c2-8c04-adf7b28cfe9c,6bf8eed5-26f8-4b64-b02c-ed7a18bd5762,d77b9195-f8b2-4d1a-b393-e66108a8249b,6b79b1d3-5467-4ace-8c2d-349bcf4a346d
"Piso en venta en calle del General Ricardos, Madrid, 252",VISTA ALEGRE,115,3,Calle del General Ricardos 252,RETIRO,1038,9,346,,ca4c21bf-01fe-420e-8e1a-d9e29cc0140a,472d8271-15be-436e-8439-3260ed928177,24fb3969-6dda-459f-a03b-475d72d60272,bcbe6204-0f8b-404b-8715-748fa92fee87
Piso en venta en jabiru,VISTA ALEGRE,65,3,jabiru,RETIRO,583,8,194,,558df64e-93dd-4997-a091-8d94271a1204,e6fa63f4-f7f1-4afd-9233-07e151e88130,7c20e366-93a1-4210-af1a-4f0bdd61fbbf,2f3e8723-5b2b-4f92-b184-61b53e32ec59
Piso en venta en Buena Vista,CARABANCHEL,73,3,,RETIRO,717,9,239,,c102a002-5cc5-4d61-9e8c-a19c424f0036,676b5bd1-dc09-4eb6-b093-11db9f3891c2,ce256012-871a-48a2-83e7-9e69e5ce18ad,a6ba7147-b330-4d42-8971-0900521de560
"Piso en venta en DE LA OCA, 12",SAN ISIDRO,78,3,DE LA OCA 12,RETIRO,762,9,254,,62326262-7f79-49f2-8348-0809d381f9e4,8492c1f8-c23c-48fa-8cd3-ab330a18f41d,e435249a-2dab-47e6-a5b1-e247a2ebcf94,15d13ae1-b9b0-46ba-b6bc-5e1ac826b8cd
"Piso en venta en calle del parque de eugenia de montijo, 18",VISTA ALEGRE,85,3,Calle del parque de eugenia de montijo 18,RETIRO,785,9,261,E,9e97b006-57b1-405e-a323-4d7a45dc972f,b79821dc-1400-4d09-9be7-adfb2865f719,8314686a-178b-4107-a27d-89c857721746,7847f586-17d4-45db-9aa4-24700098462c
Piso en venta en calle Paulina Odiaga s/n,SAN ISIDRO,53,2,,RETIRO,762,14,381,F,26880b9f-88b6-4cd5-b734-b54a069ff902,a6937ef0-4e08-4947-80dc-b0d76124caf9,ee17eebe-7de4-4dfe-b08f-ff380f354ddb,2d8caf41-ee9a-4d08-bd82-b71cbfc83cf1
Piso en venta en calle de la Telegrafía s/n,BUENA VISTA,102,2,,RETIRO,964,9,482,E,5db84380-dc86-487a-9335-e07aa3110baa,f138edb2-0706-4fa4-aef9-c0c9fb0c7607,2c07ec69-6413-4b46-9082-702aeb4da726,6db68df3-0262-408b-be99-ae7b665b9db5
Piso en venta en calle Tordo,SAN ISIDRO,45,1,Calle Tordo,RETIRO,725,16,725,C,4f58049e-913b-46b2-806d-66bddd420fa4,a6c88ec9-57a8-4932-9435-770daa1f3dbc,672518d7-9335-4db4-ad24-f9f0bc005a52,21cd51bf-1450-45c6-a73b-865a74bcf907
Piso en venta en calle Valle de Oro,OPAÑEL,65,3,Calle Valle de Oro,RETIRO,728,11,242,,c9014ad4-3113-4b07-92da-10916db3072c,a9f00a34-c121-45e8-b0df-a15233a23b7e,6eba289d-946f-46a6-83a9-b94eb68232f5,f22c3ea8-e5af-4f98-9994-5d04d1a14a8e
Ático en venta en Luis de Oro,PAU DE CARABANCHEL,226,4,Luis de Oro,RETIRO,1779,7,444,,1c8351ca-1db9-46c6-8e8c-a5f4ae782ca6,4cdb5b97-dee6-4504-a7ac-d783d6374bd9,455d1523-aa20-4804-b94d-578ae381cd7e,b39f3b11-30cb-4ad2-abe1-023cdd699a3e
Piso en venta en calle OCA,VISTA ALEGRE,70,3,Calle OCA,RETIRO,1009,14,336,,73db5aa4-12c4-4ad9-bcbe-7e0728994185,f8aef587-59f0-4bbb-9125-ed9910f98af7,f69d9ea4-0610-4907-8481-bf6def02c4d7,a466c911-b766-4079-9042-b56becf7ced1
Piso en venta en calle Codorniz,VISTA ALEGRE,77,3,Calle Codorniz,RETIRO,1009,13,336,,2f4a431a-0f1f-4599-b993-f4b0b01208d0,b298d6fd-d03f-45ea-aa70-49435ec67805,936b7bb5-c256-459c-8a6d-6179eb75839d,d6684f51-0715-4a09-ba08-f0ded0fbd97a
Piso en venta en calle Esteban de Arteaga,COMILLAS,63,2,Calle Esteban de Arteaga,RETIRO,1100,17,550,,4ef23315-3b9c-4877-9e42-770ae39d9132,38c1a552-e0b5-44eb-96ff-5d0996e134ae,f5ffa9b2-3a95-4dfb-949d-fe5305df8cfb,62fbe51a-2f17-4edf-8684-4504ae4ccc81
Piso en venta en calle de Tucan,VISTA ALEGRE,66,2,Calle de Tucan,RETIRO,600,9,300,D,cbfadf0b-29e3-467c-9376-9588d3c4aa4d,d27dccb5-5640-4daf-8d67-2d4f839e8cc4,fae73d8b-16cd-4f68-a93c-7dd3a1a1bcec,6d4786a1-8038-4baa-a313-ac44f006036a
Piso en venta en calle Vitigudino,PUERTA BONITA,85,3,Calle Vitigudino,RETIRO,762,8,254,,adf3277b-ec20-4c41-a86b-5d02b3ed4b82,33fd40fd-de92-4ed6-ae7d-6adb939a68fd,1b8a57d3-742f-4d63-aaae-63fa33a798fe,243f9078-6aca-4e5b-9038-a7eef769223a
Ático en venta en calle Ana Albi,ABRANTES,50,1,Calle Ana Albi,RETIRO,780,15,780,,7813722a-db60-41db-8a09-7644197ecd54,5b992bdc-5069-44e0-b086-53dc690cc309,ec7fd83d-ff8e-4446-9f24-0ca78dbc52ba,fbc1bae9-9f62-4638-a4fc-b7db2ab9a90f
Piso en venta en calle de Argüeso,OPAÑEL,87,3,Calle de Argüeso,RETIRO,1064,12,354,,c90d4d21-6b54-40e2-96e7-66c8498ad61a,6ba4e4e7-1ce4-4ed5-b839-4dc27c1264ec,318af1fe-bb61-4ba8-b738-8d40774e66a2,1930031d-f9e6-4081-82d9-c1cd532f419b
Piso en venta en calle Conde de Vistahermosa,COMILLAS,103,3,Calle Conde de Vistahermosa,RETIRO,982,9,327,,511d5147-29a1-41b4-8905-da30412526d0,8a0e6fc4-2b2a-4e9e-9e8a-a882920515db,f301a1b2-fec3-4323-bc12-13bb197cefd4,81c221ed-ce77-4500-8a83-0c350e4ac0df
Piso en venta en calle Pedro Campos,OPAÑEL,95,2,Calle Pedro Campos,RETIRO,1213,12,606,,9bf9871a-661f-405a-898b-7ccdc594d6bf,89302137-2001-4cd6-93ef-2fe69cf4bdde,3a0ccbd8-5545-46c3-bc3a-b135eb2b1ede,cfe56a2e-d943-4457-9204-2b5c4e432632
"Piso en venta en calle de la Laguna, 18",VISTA ALEGRE,58,2,Calle de la Laguna 18,RETIRO,743,12,371,,357d7aa2-69fc-4713-a868-6f8ec07e7202,9661bc65-0409-44b7-ab0a-2a885e4b42a6,823a020d-679a-4721-a881-829efb7be578,ca8c6fcd-3365-4ca3-95cc-821667fa91ab
"Piso en venta en calle OCA, 103",VISTA ALEGRE,176,5,Calle OCA 103,RETIRO,1237,7,247,E,871ef2ae-1a7a-499c-8ba1-d219690d539f,06556bf2-f1a4-4a06-ac7f-9c762f4a146c,174d849b-1b77-4be7-b0a0-5006b3336f91,7e3f552e-bfa9-4361-9072-c6255c6a7b7d
Piso en venta en avenida de Nuestra Señora de Valvanera,VISTA ALEGRE,70,3,Avenida de Nuestra Señora de Valvanera,RETIRO,705,10,235,,1a536028-ddd2-42ef-a55e-43b083c014fb,39484f42-7a48-41eb-b103-614f4dd7be80,926dd4f0-b342-4b4b-803f-f2055ffb4871,d97d10b1-b678-4488-a396-bf245a96eecf
Ático en venta en calle San Sinesio,VISTA ALEGRE,100,3,Calle San Sinesio,RETIRO,1097,10,365,,57f23d68-72f8-43dc-b16b-8762fa287bab,f0632554-f935-4aca-a764-28e4a9098de7,34d06f0f-6fbb-48e7-90ff-0b21e895261b,8717b7cb-2a5b-4133-935f-ae8cb09298e5
"Piso en venta en calle Conde de Vistahermosa, 32",COMILLAS,103,3,Calle Conde de Vistahermosa 32,RETIRO,982,9,327,,a8b87d3a-c34a-4339-917e-500d3700f601,6381d779-e1dd-400a-8c40-7225b1dbab99,836e6f57-69a7-49a7-9bf7-a89b70104428,e557bbb8-e1bf-4112-a148-098a2368ebe3
Piso en venta en calle de Joaquín Turina,BUENA VISTA,90,2,Calle de Joaquín Turina,RETIRO,948,10,474,,ee409f79-14b4-44c0-8322-91fb8d7599e7,3fce652d-a1c1-43d2-b32a-9c2e3cf18d1c,560fb763-23ab-48eb-b297-4a028a3f2fd0,0d3e46d6-eda0-4051-8f6a-c978f6222384
Piso en venta en calle Tintas,VISTA ALEGRE,77,2,Calle Tintas,RETIRO,738,9,369,F,54a46f35-1118-4b29-b6a3-005335a82b52,8043ee54-618b-4e61-beea-887333d6ba69,397dbb2d-0f34-4422-ae9b-10c3b5b27b76,642a297a-0399-4043-9e1d-1100e120dab5
"Piso en venta en avenida DEL MANZANARES, 168",COMILLAS,92,3,Avenida DEL MANZANARES 168,RETIRO,1299,14,433,,c16d3ed8-74a8-41e9-a1be-761aadc91e09,7ad2a13a-e02c-40f5-bf97-ebd922c543e4,f80d9aee-3255-4955-88d4-3de4e7a428bc,70727e5d-4544-4098-b2d8-e125b555ae4c
Piso en venta en Buena Vista,CARABANCHEL,60,2,,RETIRO,461,7,230,,d1b48418-cb10-4fb1-b80d-4734e23a89c9,7f9e9836-fa3f-4333-9c6b-d1438d83771c,323755e7-767d-49b6-a04b-992d3e35a3f4,e415c849-bef4-4fc6-a514-280f22fa7c4d
Piso en venta en Puerta Bonita,CARABANCHEL,55,3,,RETIRO,466,8,155,,da440dce-fb30-4648-b0b4-2ec7f2ef7035,be7585b6-5f26-4cdb-ab6f-f4f48fc76e70,21e91677-03e9-47e1-b84b-2c7c96095f4e,c17ce113-78c7-4357-b3a1-f14035e9326c
"Dúplex en venta en calle de Belmonte de Tajo, 4",OPAÑEL,110,2,Calle de Belmonte de Tajo 4,RETIRO,592,5,296,B,f9db38e8-700a-4f6f-aa9c-594d0ca817d7,1bf142cb-c8fb-4aff-bb2b-166b8f5c6d92,ba0d1282-ede2-4514-bcaa-e8fdb6b63917,661c84cb-5ddd-4b83-bd69-e456f9f990de
Piso en venta en plaza Rendición de Breda,ABRANTES,72,3,Plaza Rendición de Breda,RETIRO,813,11,271,,4827eca7-159c-4d08-8ff3-57eaed4f147a,72e4970b-15ce-4506-a534-19e4e88e4f12,ba958907-8cd4-47b8-bf13-67de211a781b,48ea5fb9-b77e-449c-a070-a7865ec360da
Piso en venta en calle San Pantaleón,OPAÑEL,50,2,Calle San Pantaleón,RETIRO,721,14,360,E,a752ca91-5ca0-4d02-9205-55674d370ea2,a6e73354-4d82-4e14-a055-1f07ea7e235a,ce348019-5644-4e98-9d19-f81a4ea5753c,db83a1b5-ac02-4ff0-b4ab-b18d62dc04f6
Piso en venta en calle Eusebio Blasco,SAN ISIDRO,98,3,Calle Eusebio Blasco,RETIRO,1122,11,374,,9d9f1eb8-7a05-49c9-bb46-4243b2a03571,85247fd5-b365-49e0-872f-e13bc7b3a717,43dedb40-8553-4ebc-b96c-daadc8355821,0b447240-f20c-4d51-9512-78e80ef52c89
"Piso en venta en calle Eugenia de Montijo, 13",PUERTA BONITA,57,1,Calle Eugenia de Montijo 13,RETIRO,766,13,766,A,4d57b545-cf50-4478-9fed-5acdc03c2e66,23cced5b-ef53-4bbc-a2ed-628331384665,9eb40daf-643b-4956-85ad-b6960c6e5b24,49f21a6f-8aba-4c0d-9af6-8fce9fdc1f46
"Piso en venta en calle Eugenia de Montijo, 13",PUERTA BONITA,123,2,Calle Eugenia de Montijo 13,RETIRO,1050,8,525,A,271448bd-69f7-476c-805e-62d9445d7c03,6f0ac887-2d76-4f51-adc6-4aec534e365d,9ccc3a4c-2be8-47d7-a1d7-574729d7fbeb,1e69c23e-2c93-416f-a0f6-5e4740423b43
Piso en venta en travesía De Opañel,OPAÑEL,80,3,Travesía De Opañel,RETIRO,744,9,248,E,226e04c3-276a-4a54-80c1-80e9a0af97ac,b5314c4d-0a49-49b9-904f-b39c3104cdfd,4d9920d3-7abf-425d-8b6b-6b34ee414d0b,029d512f-f00c-4fbc-9149-7ee5899aeb9c
"Piso en venta en calle de Salvador Alonso, 11",SAN ISIDRO,47,2,Calle de Salvador Alonso 11,RETIRO,539,11,269,,94939a74-28be-4169-85fe-1204e5e1091c,a40f67c5-5329-4745-846e-bd2e6cb55153,3a52df87-1fe4-45c1-be59-a27710667f62,e0d79254-280a-492c-89ea-aa83f599a8fd
Piso en venta en avenida de Abrantes,ABRANTES,62,2,Avenida de Abrantes,RETIRO,666,10,333,,cd866183-c44a-41ae-92e2-1bffe1551c5f,61f740de-d2eb-4e6e-abd2-a83f8215c9ad,65eaf9df-3ee3-41cd-960d-139d5035982e,49748be6-9b4f-4350-a260-f4101c67cb83
Piso en venta en calle Conde de Eleta,VISTA ALEGRE,80,3,Calle Conde de Eleta,RETIRO,816,10,272,F,5fc7bf19-7329-4d9e-b393-784b0a9d55b5,1a703f00-e6a0-44cb-a8fe-5174fe229ce1,8e4aefda-1a9d-44ab-8b1a-b926b5a75382,d2340e5b-55bc-4906-af5b-5dc6f3e96dae
Piso en venta en Roa,BUENA VISTA,59,3,Roa,RETIRO,579,9,193,F,fc35c94d-481c-40bd-b1bc-c1ad2dc469c9,6c1be561-5929-452d-b767-65de4393b5c9,8b3f217d-a687-456b-9a6d-f8db287944cf,0286da34-1c97-4bb4-a4b9-0106074dfa37
Piso en venta en Antonio Lopez,COMILLAS,98,3,Antonio Lopez,RETIRO,1187,12,395,,519e614f-4d03-44a8-ada8-2c42efd3fd46,65028413-2fd2-4eff-b811-855b47f6efff,b5e5e62d-6572-4c98-8075-b10bf349aa93,2cb620c0-4382-49bb-832a-b775cd135762
"Piso en venta en calle Cabo Nicolás Mur, 32",SAN ISIDRO,60,1,Calle Cabo Nicolás Mur 32,RETIRO,638,10,638,E,fea1c394-a8bf-43a5-a9ae-f384b975469f,d6432155-9008-41b8-ae0f-03873223ab6d,0bf414b0-85cf-4151-ac32-a2f1f3d08e22,9aba8580-25a7-4000-b43d-ad13cd7b7092
"Piso en venta en paseo castellanos, 9",PUERTA BONITA,93,2,Paseo castellanos 9,RETIRO,1164,12,582,,62f2746b-3fbe-469d-80fb-00a2d03d5c64,738f118f-b86b-419b-825f-89b39cd8d8e6,4a7a0cc4-8114-47aa-9416-a7b576c5d3fe,b62116db-8fa2-43d6-9a6c-e335e0850860
Piso en venta en calle María Odiaga,PUERTA BONITA,90,3,Calle María Odiaga,RETIRO,780,8,260,E,ec17f522-deda-4d26-a381-6a2a0580816d,734a1ae9-d681-4315-911e-b01444711572,b004c5d5-2dbe-41ac-b781-dbdeff4c9eb1,bebec52a-4cab-4c80-9470-18ab8e4d6ae6
Piso en venta en calle Guayaba,BUENA VISTA,57,1,Calle Guayaba,RETIRO,658,11,658,G,a61c3cd7-5479-4591-b9aa-7d2b4b714dd3,973e25cd-719c-42c9-8b5c-079c2fbfc254,a011e8dc-ba19-4573-91cc-c230d667fece,40336cf6-1ce1-411e-9352-151893f777ab
Piso en venta en Aguacate,BUENA VISTA,57,3,Aguacate,RETIRO,656,11,218,E,bcdcfef3-1d52-48d4-be3c-cf82445b659f,74eebd4a-a2b7-43e4-91ae-1139918ed647,c5b09623-728c-4905-83e1-376b113a36bd,f4be1bf9-8134-49f6-a5d1-29cab3a32502
"Piso en venta en TINTAS, 12",VISTA ALEGRE,77,3,TINTAS 12,RETIRO,738,9,246,,54296c95-bd98-4915-80bf-9c8b26ddf55a,a6c23bf9-6206-4917-aebd-ae01b6e18bb0,2dbcc5fb-ebca-4dc4-9862-92a831b098a4,11c03d56-9d04-43e1-800e-dd159750ba23
Piso en venta en MONSEÑOR OSCAR ROMERO,PUERTA BONITA,83,3,MONSEÑOR OSCAR ROMERO,RETIRO,609,7,203,D,961e7e04-1504-446d-ad15-e8897c5de96d,572478b8-7183-42be-9cf4-41d02044a4fb,6557ea94-c30e-4ffb-9916-78c2d0016882,dfceaac9-71f6-4af0-8053-73d9f6a48d83
Piso en venta en VISTA ALEGRE,VISTA ALEGRE,60,2,VISTA ALEGRE,RETIRO,617,10,308,,f639f799-76c3-448e-8db8-ce277de6bb7f,73406336-7f83-4286-a43b-73c61097b248,e125a772-9ef4-43a1-9241-128a1bf2b54e,47c5e054-bf2e-4f27-bc96-28defdc2f2eb
"Piso en venta en Nicolas Morales, 46",SAN ISIDRO,65,1,Nicolas Morales 46,RETIRO,813,12,813,B,341d9bac-fe0b-4617-bc1a-0bc305edf86f,37182516-3116-48c8-be76-1f9c66970928,13a244c6-ce2a-4cba-992e-a4a43d5541c6,3c2ef6de-b198-470c-9e23-9944064a7312
Piso en venta en avenida de Nuestra Señora de Fátima,VISTA ALEGRE,79,4,Avenida de Nuestra Señora de Fátima,RETIRO,758,9,189,E,0989e804-1424-4797-aca1-982e7c5a7162,9e897a44-1f4c-4cff-9964-eb0cd70b0c5e,e40186bb-095a-47d8-a832-e8a87cb84be5,5a59efee-e0af-4d25-8554-ce48f97c0dc6
Piso en venta en camino Viejo de Leganés,ABRANTES,91,3,Camino Viejo de Leganés,RETIRO,979,10,326,,231b99fb-5734-45f3-9e7e-dd53648bddd1,fd4a937f-8304-4f1c-bc4a-ab6522972100,670f2cdd-0db5-461c-a843-087826f99784,b6e540d0-d150-4295-927b-4864c7e5ad34
Piso en venta en calle de Carlos Daban,SAN ISIDRO,72,3,Calle de Carlos Daban,RETIRO,666,9,222,,7508306d-7c78-4470-8856-2247e16d587f,10a4ff47-08d4-4504-9e1b-d9d04cf53e0f,9d4d2da8-3229-446f-b58a-61d20054db5a,06f4b000-e7ef-4777-b96c-9b5a20325c80
Piso en venta en calle de Salvador Alonso,SAN ISIDRO,63,2,Calle de Salvador Alonso,RETIRO,736,11,368,,a31ec9f4-e1a0-4afd-9873-81e193d114a3,2f5b0329-03b0-42f9-b2fc-e853bc04703a,bb62247d-607a-4a78-bb71-1193eee80407,8de08308-691c-463f-9033-99d3b556a49b
Piso en venta en calle Algaba,SAN ISIDRO,433,4,Calle Algaba,RETIRO,1428,3,357,D,b52e1ba2-d3f5-43c9-8144-797885b58c21,2c34e95e-a84b-4dc8-8753-9c6710215ade,4ee9320a-cf56-4954-b78f-979232b2b429,1a0e89ef-2cd6-4b01-ac5f-8b0c11dac114
Piso en venta en calle Francisco Paíno s/n,ABRANTES,44,2,,RETIRO,617,14,308,E,7bdae39c-b580-45f4-853d-a40b7971d881,c366571f-00dc-4dc3-9fbe-a70d402d1159,6437ce02-0930-4b83-b9d9-d850deb0dea0,61bd4eb7-1a4e-42ed-96e0-bd292afaeb8c
"Piso en venta en avenida de Manzanares, 168",COMILLAS,92,3,Avenida de Manzanares 168,RETIRO,1299,14,433,,ff926728-7295-412c-8f9b-e305172d5a01,3c0d6abd-c537-40b9-8664-86414ced4517,b272ae04-b086-4b7f-9333-064c5ef87b68,a7fc66ab-b0ea-4542-a24e-c9383aec94b5
"Piso en venta en calle del Aguacate, 40",BUENA VISTA,57,3,Calle del Aguacate 40,RETIRO,656,11,218,,9dacbafb-d2f9-4a5c-9390-f64c0b0093ae,1de4df4e-0643-4049-80ea-9ce889c43156,83e612f7-1e30-4fe1-81eb-373f093c587a,c9abdad8-517e-444b-a3b1-33e16542f1e1
Piso en venta en avenida de Carabanchel Alto,BUENA VISTA,271,6,Avenida de Carabanchel Alto,RETIRO,1296,4,216,,67f33e50-9102-4177-a8d9-570ca1a8d072,49fa4934-80b1-4e0b-a94c-170561a68242,1390d5e4-f7a8-453a-a4f2-41c2eff3cd17,66022bc2-2011-4d9e-afe4-3c13e87638de
Piso en venta en calle de Víctor Manuel III s/n,OPAÑEL,71,3,,RETIRO,646,9,215,,e33fcfdf-6631-45b1-9293-98d23fd85f62,0b859570-d2c8-4252-bbad-46a38b7a53f8,c830c431-0db5-4b6a-8dcd-abb5443470b6,88eda222-f638-42da-8aa4-61820e71cb99
Piso en venta en calle Tomás Meabe,COMILLAS,65,3,Calle Tomás Meabe,RETIRO,788,12,262,F,86a0cd5c-3280-4b2d-a5c5-8340bcf8d288,db812b0e-bb50-4831-9519-c08080bc6e2c,ad860532-67aa-43ba-8b43-aa4ecee287f7,db45c155-b932-4745-9da2-d318ebd4b6f6
